timestamp,location,longitude,latitude,elevation,longitude(index),latitude(index),eMAS_file,Aeronet_file,cval_eMAS,nval_eMAS,meanval_eMAS_550,nval_aeronet,variance_aeronet,meanval_aeronet_550_intrp,meanval_aeronet_550_intrp_r2,meanval_aeronet_1640,meanval_aeronet_1020,meanval_aeronet_870,meanval_aeronet_675,meanval_aeronet_667,meanval_aeronet_555,meanval_aeronet_551,meanval_aeronet_532,meanval_aeronet_531,meanval_aeronet_500,meanval_aeronet_490,meanval_aeronet_443,meanval_aeronet_440,meanval_aeronet_412,meanval_aeronet_380,meanval_aeronet_340
8/27/13 22:46,DRAGON_Channel_View,-95.126,29.802,10,547,28,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Aug/Emas_27Aug/eMASL2AER_13958_25_20130827_2246_2316_20160627_1601.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_Channel_View.lev20,0.135,18,0.140166667,2,2.51E-05,0.156629537,0.996613691,0.0871625,0.101667,0.117792,0.1291905,nan,nan,nan,nan,nan,0.1725705,nan,nan,0.1906455,nan,0.221207,0.247821
8/27/13 22:46,DRAGON_Deer_Park,-95.128,29.67,10,562,59,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Aug/Emas_27Aug/eMASL2AER_13958_25_20130827_2246_2316_20160627_1601.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_Deer_Park.lev20,--,17,0.187294118,9,0.000281022,0.19305943,0.999592389,0.104564222,0.129484222,0.139533111,0.164682333,nan,nan,nan,nan,nan,0.210216667,nan,nan,0.232947889,nan,0.261636667,0.294455556
8/30/13 17:59,SEARCH-Centreville2,-87.25,32.903,126,335,36,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Aug/Emas_30Aug/eMASL2AER_13959_03_20130830_1759_1827_20160627_1603.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_SEARCH-Centreville2.lev20,--,4,1.02425,3,7.91E-06,0.378849361,0.999068183,0.057231333,0.108540667,0.163370333,0.256587667,nan,nan,nan,nan,nan,0.445857667,nan,nan,0.535317667,nan,0.649743,0.724279667
8/30/13 17:59,SEARCH-Centreville,-87.25,32.903,126,335,36,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Aug/Emas_30Aug/eMASL2AER_13959_03_20130830_1759_1827_20160627_1603.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_SEARCH-Centreville.lev20,--,4,1.02425,3,0.000316974,0.413665407,0.969579527,0.09634,0.102189333,0.213248667,0.277814667,nan,nan,nan,nan,nan,0.459624,nan,nan,0.550236,nan,0.682700667,nan
8/30/13 19:17,IMPROVE-MammothCave,-86.148,37.132,235,241,36,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Aug/Emas_30Aug/eMASL2AER_13959_07_20130830_1917_1930_20160627_1604.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_IMPROVE-MammothCave.lev20,0.629,15,0.6116,1,0,0.262557941,0.99786241,0.055814,0.077149,0.115829,0.178393,nan,nan,nan,nan,nan,0.310835,nan,nan,0.377539,nan,0.480953,0.546183
8/30/13 19:39,IMPROVE-MammothCave,-86.148,37.132,235,248,36,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Aug/Emas_30Aug/eMASL2AER_13959_09_20130830_1939_1952_20160627_1605.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_IMPROVE-MammothCave.lev20,0.342,29,0.373482759,2,0.00027025,0.276608205,0.997954863,0.057757,0.081186,0.1218295,0.1878795,nan,nan,nan,nan,nan,0.327688,nan,nan,0.3972265,nan,0.5052205,0.5736675
8/30/13 20:00,IMPROVE-MammothCave,-86.148,37.132,235,321,35,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Aug/Emas_30Aug/eMASL2AER_13959_10_20130830_2000_2009_20160627_1605.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_IMPROVE-MammothCave.lev20,--,10,0.5011,2,0.00027025,0.276608205,0.997954863,0.057757,0.081186,0.1218295,0.1878795,nan,nan,nan,nan,nan,0.327688,nan,nan,0.3972265,nan,0.5052205,0.5736675
8/30/13 20:16,IMPROVE-MammothCave,-86.148,37.132,235,33,35,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Aug/Emas_30Aug/eMASL2AER_13959_11_20130830_2016_2023_20160627_1606.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_IMPROVE-MammothCave.lev20,0.486,28,0.46425,1,0,0.290658996,0.998036711,0.0597,0.085223,0.12783,0.197366,nan,nan,nan,nan,nan,0.344541,nan,nan,0.416914,nan,0.529488,0.601152
8/30/13 22:09,SEARCH-Centreville,-87.25,32.903,126,243,20,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Aug/Emas_30Aug/eMASL2AER_13959_19_20130830_2209_2223_20160627_1608.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_SEARCH-Centreville.lev20,--,7,0.827285714,9,0.000497331,0.313200934,0.987302814,0.065332222,0.082426667,0.149025222,0.207589111,nan,nan,nan,nan,nan,0.360027222,nan,nan,0.436942,nan,0.550816556,nan
8/30/13 22:36,Leland_HS,-90.893,33.402,37,293,45,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Aug/Emas_30Aug/eMASL2AER_13959_21_20130830_2236_2250_20160627_1608.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Leland_HS.lev20,--,20,0.8765,2,2.69E-05,0.39976082,0.999977343,nan,0.117453,0.1609485,0.268352,nan,nan,nan,nan,nan,0.477743,nan,nan,0.583305,nan,0.723183,0.8247995
9/6/13 16:34,DRAGON_UH_Sugarland,-95.652,29.574,22,54,57,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_06Sept/eMASL2AER_13962_01_20130906_1634_1654_20160628_0929.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_UH_Sugarland.lev20,--,5,0.632,1,0,0.213277313,0.998499819,0.051732,0.063053,0.089364,0.146794,nan,nan,nan,nan,nan,0.25282,nan,nan,0.30176,nan,0.378853,0.418885
9/6/13 17:57,Cart_Site,-97.486,36.607,318,651,43,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_06Sept/eMASL2AER_13962_05_20130906_1757_1815_20160628_0931.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Cart_Site.lev20,--,11,0.076545455,2,0.000136695,0.232283448,0.988102922,0.0664105,0.068793,0.1183845,0.1496675,nan,nan,nan,nan,nan,0.27945,nan,nan,0.337038,nan,0.4246915,0.491336
9/6/13 22:10,Mingo,-90.143,36.972,111,243,35,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_06Sept/eMASL2AER_13962_18_20130906_2210_2223_20160628_0936.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Mingo.lev20,0.46,29,0.441896552,4,0.000852343,0.279459208,0.999792754,0.0596005,0.0835185,0.112808,0.18425225,nan,nan,nan,nan,nan,0.34077825,nan,nan,0.41806775,nan,0.536006,0.62146675
9/6/13 22:34,Upper_Buffalo,-93.203,35.826,722,279,35,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_06Sept/eMASL2AER_13962_20_20130906_2234_2248_20160628_0937.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Upper_Buffalo.lev20,0.087,26,0.082230769,6,8.27E-05,0.093242081,0.996207015,nan,0.027140167,0.039425167,0.056201667,nan,nan,nan,nan,nan,0.119763667,nan,nan,0.145201167,nan,0.186174,0.228228333
9/9/13 16:59,DRAGON_Conroe,-95.425,30.35,72,123,34,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_01_20130909_1659_1714_20160628_0938.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_Conroe.lev20,--,3,0.277666667,1,0,0.11914833,0.999238905,nan,0.038959,0.050607,0.080715,nan,nan,nan,nan,nan,0.145189,nan,nan,0.167622,nan,0.215839,0.239497
9/9/13 18:41,Calipso_Sabine_Frst,-93.867,31.607,68,184,52,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_06_20130909_1841_1909_20160628_0941.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_Calipso_Sabine_Frst.lev20,0.193,48,0.2029375,4,8.65E-05,0.133808048,0.986435545,0.02365425,0.037564,0.068421,0.07836725,nan,nan,nan,nan,nan,0.164762,nan,nan,0.1990625,nan,0.240952,0.27005425
9/9/13 18:41,Calipso_Carthage,-94.066,32.064,80,23,35,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_06_20130909_1841_1909_20160628_0941.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_Calipso_Carthage.lev20,--,42,0.158285714,16,5.20E-05,0.127074248,0.990193415,0.029716875,0.03779,0.065287687,0.083793063,nan,nan,nan,nan,nan,0.1511965,nan,nan,0.18533925,nan,0.232233875,0.27929675
9/9/13 19:56,Calipso_Carthage,-94.066,32.064,80,260,44,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_09_20130909_1956_2009_20160628_0942.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_Calipso_Carthage.lev20,0.046,25,0.2516,15,5.90E-05,0.160123815,0.995632862,0.033313867,0.052540867,0.0818348,0.107423333,nan,nan,nan,nan,nan,0.190097067,nan,nan,0.231359467,nan,0.289654867,0.343911133
9/9/13 20:15,Calipso_Carthage,-94.066,32.064,80,321,27,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_10_20130909_2015_2030_20160628_0943.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_Calipso_Carthage.lev20,0.068,26,0.233269231,15,6.66E-05,0.164261915,0.996082476,0.033442133,0.054061733,0.083490667,0.110285867,nan,nan,nan,nan,nan,0.195133133,nan,nan,0.236925667,nan,0.296776,0.351412667
9/9/13 20:37,Calipso_Carthage,-94.066,32.064,80,322,44,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_11_20130909_2037_2052_20160628_0943.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_Calipso_Carthage.lev20,0.098,28,0.213571429,9,3.88E-05,0.168106345,0.996340566,0.033597444,0.055675,0.085506556,0.113195556,nan,nan,nan,nan,nan,0.199637778,nan,nan,0.241451,nan,0.302427222,0.357267222
9/9/13 20:52,Leland_HS,-90.893,33.402,37,741,45,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_12_20130909_2052_2121_20160628_0944.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Leland_HS.lev20,0.709,24,0.650208333,3,0.000123389,0.387988425,0.999865861,0.077130333,0.126021333,0.166907333,0.269271333,nan,nan,nan,nan,nan,0.459734,nan,nan,0.554319667,nan,0.672496333,0.772654
9/9/13 21:37,Baskin,-91.739,32.282,23,261,35,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_14_20130909_2137_2150_20160628_0945.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Baskin.lev20,0.319,24,0.287875,8,0.000326637,0.227060944,0.999380286,nan,0.06564225,0.092650125,0.148615375,nan,nan,nan,nan,nan,0.277564125,nan,nan,0.331616875,nan,0.407176125,0.476416875
9/9/13 21:57,Baskin,-91.739,32.282,23,299,36,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_15_20130909_2157_2212_20160628_0945.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Baskin.lev20,--,25,0.2432,13,0.00057487,0.209063244,0.999346462,nan,0.060822692,0.085717462,0.136731538,nan,nan,nan,nan,nan,0.255698615,nan,nan,0.305786769,nan,0.376183769,0.440601231
9/9/13 22:19,Baskin,-91.739,32.282,23,275,35,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_16_20130909_2219_2233_20160628_0945.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Baskin.lev20,0.261,25,0.25192,17,0.000408098,0.19332548,0.999382069,nan,0.057235176,0.080182471,0.126941294,nan,nan,nan,nan,nan,0.235868882,nan,nan,0.282665353,nan,0.348443176,0.407874
9/9/13 22:40,Baskin,-91.739,32.282,23,309,36,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_17_20130909_2240_2254_20160628_0946.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Baskin.lev20,--,26,0.267153846,14,7.63E-05,0.184617626,0.999403581,nan,0.055107,0.076858429,0.121369786,nan,nan,nan,nan,nan,0.225176429,nan,nan,0.270148929,nan,0.333579,0.390649143
9/9/13 23:01,Baskin,-91.739,32.282,23,278,35,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_09Sept/eMASL2AER_13963_18_20130909_2301_2315_20160628_0946.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Baskin.lev20,0.257,22,0.248181818,10,0.000149892,0.187212075,0.999584845,nan,0.0565019,0.0781386,0.1239265,nan,nan,nan,nan,nan,0.2272071,nan,nan,0.2736794,nan,0.3381579,0.3945819
9/11/13 19:49,Baskin,-91.739,32.282,23,247,36,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_11Sept/eMASL2AER_13964_13_20130911_1949_2002_20160628_0952.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Baskin.lev20,--,7,0.561,7,0.000808807,0.265972525,0.999370578,0.0442795,0.083956571,0.118109714,0.178167429,nan,nan,nan,nan,nan,0.321677286,nan,nan,0.381404571,nan,0.465673714,0.545133286
9/11/13 20:10,Leland_HS,-90.893,33.402,37,248,35,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_11Sept/eMASL2AER_13964_14_20130911_2010_2023_20160628_0952.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Leland_HS.lev20,0.595,16,0.5268125,4,0.001874523,0.291040256,0.999670397,0.049419,0.0854705,0.1175785,0.19816775,nan,nan,nan,nan,nan,0.349501,nan,nan,0.4228445,nan,0.5191605,0.60835325
9/13/13 22:20,DRAGON_Galveston_DP,-94.861,29.254,1,1064,14,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_13Sept/eMASL2AER_13965_30_20130913_2220_2250_20160628_1004.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_Galveston_DP.lev20,--,2,1.712,2,6.55E-07,0.149355023,0.999655649,0.0253625,0.04302,0.061129,0.0968605,nan,nan,nan,nan,nan,0.1803865,nan,nan,0.2266345,nan,0.2884965,0.3339365
9/13/13 22:20,DRAGON_Galveston,-94.861,29.254,1,1064,14,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_13Sept/eMASL2AER_13965_30_20130913_2220_2250_20160628_1004.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_Galveston.lev20,--,2,1.712,16,1.36E-05,0.155507867,0.998428087,0.031355625,0.048124688,0.070462937,0.102691563,nan,nan,nan,nan,nan,0.188321125,nan,nan,0.226662687,nan,0.286706375,0.334231937
9/13/13 22:51,UH_Coastal_Center,-95.043,29.388,5,17,17,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_13Sept/eMASL2AER_13965_31_20130913_2251_2253_20160628_1005.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_UH_Coastal_Center.lev20,--,18,0.281,11,4.24E-05,0.177704275,0.999744957,nan,0.049068727,0.070605545,0.115568091,nan,nan,nan,nan,nan,0.214929,nan,nan,0.266769545,nan,0.341294455,0.397145182
9/18/13 19:55,DRAGON_NW_Harris_CO,-95.674,30.039,51,147,4,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_18Sept/eMASL2AER_13967_22_20130918_1955_2009_20160628_1020.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_NW_Harris_CO.lev20,0.195,24,0.215125,3,0.000201189,0.107963126,0.998339138,nan,0.029703,0.047811,0.074439,nan,nan,nan,nan,nan,0.129173667,nan,nan,0.145943667,nan,0.18203,0.219537333
9/18/13 20:13,DRAGON_NW_Harris_CO,-95.674,30.039,51,391,49,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_18Sept/eMASL2AER_13967_23_20130918_2013_2028_20160628_1020.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_NW_Harris_CO.lev20,--,10,0.7337,3,0.000923746,0.125904404,0.998993669,nan,0.035736333,0.054972333,0.086446333,nan,nan,nan,nan,nan,0.150988667,nan,nan,0.174043,nan,0.219878667,0.264400667
9/18/13 20:32,DRAGON_Aldine,-95.326,29.901,20,150,7,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_18Sept/eMASL2AER_13967_24_20130918_2032_2045_20160628_1021.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_Aldine.lev20,--,9,0.378666667,1,0,0.116501986,0.986343351,0.038832,0.044359,0.068236,0.076472,nan,nan,nan,nan,nan,0.144713,nan,nan,0.160727,nan,0.202795,0.241565
9/18/13 20:49,DRAGON_Aldine,-95.326,29.901,20,326,2,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_18Sept/eMASL2AER_13967_25_20130918_2049_2101_20160628_1021.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_Aldine.lev20,--,1,0.238,2,0.000258374,0.10423647,0.98330227,0.037351,0.0410285,0.0632645,0.068769,nan,nan,nan,nan,nan,0.129653,nan,nan,0.1419265,nan,0.1789095,0.212949
9/18/13 20:49,Univ_of_Houston,-95.342,29.718,65,375,26,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_18Sept/eMASL2AER_13967_25_20130918_2049_2101_20160628_1021.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/920801_160611_Univ_of_Houston.lev20,--,4,0.252,2,2.23E-06,0.076722825,0.998399011,0.0395625,0.0362765,0.043616,0.0569915,nan,nan,nan,nan,nan,0.090728,nan,nan,0.1046555,nan,0.128799,0.154889
9/18/13 20:49,DRAGON_ManvelCroix,-95.393,29.52,19,433,52,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_18Sept/eMASL2AER_13967_25_20130918_2049_2101_20160628_1021.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_ManvelCroix.lev20,0.168,6,0.233666667,2,3.87E-05,0.094324545,0.993092462,0.0504455,0.0461385,0.0510975,0.0723545,nan,nan,nan,nan,nan,0.115305,nan,nan,0.117235,nan,0.15263,0.1726545
9/18/13 20:49,DRAGON_Channel_View,-95.126,29.802,10,314,50,/Users/rsspenc3/Desktop/SEAC4RS/DATA/eMAS_Data/Sept/Emas_18Sept/eMASL2AER_13967_25_20130918_2049_2101_20160628_1021.hdf,/Users/rsspenc3/Desktop/SEAC4RS/DATA/Aeronet_Data/130501_131101_DRAGON_Channel_View.lev20,--,6,0.201333333,5,1.56E-05,0.092964164,0.983145128,0.04572,0.043809,0.0628318,0.0663514,nan,nan,nan,nan,nan,0.1083718,nan,nan,0.1252636,nan,0.1543768,0.1794848
