eMAS_ID,COD_sect_ave,COD_sect_std,COD_sect_n,Height_sect_ave,Height_sect_std,Height_sect_n,Phase_sect_ave,Phase_sect_std,Phase_sect_n,Phase_sect_mode,Phase_sect_mode_perc,Temp_sect_ave,Temp_sect_std,Temp_sect_n,background_aod,near_cloud_aod,background_aod_sect,near_cloud_aod_sect,solar_zen
13966_01,3.8521431633913319,5.962088257569742,156269,4.0158407498571096,3.6953327985020441,433896,2.1760721982260289,0.3808815816469508,432476,2.0,0.82392780177397129,275.88440207879677,22.416059214453004,433896,0.3585688374599601,0.41119055812067151,0.350236450667399,0.40577538149178788,47.027290361286468
13966_01,5.5813654498706349,9.7055758584159459,124069,1.3987202474682632,0.58976154299705197,419771,2.0000406357341083,0.0063744868691961026,418351,2.0,0.9999593642658916,291.27341013813299,3.3716133931813128,419771,0.3585688374599601,0.41119055812067151,0.36574621629733822,0.41651692061079815,47.027290361286468
13966_04,6.9362885154061624,2.7301075959357926,714,0.39146962537447116,0.31827572918369096,32379,2.0,0.0,30249,2.0,1.0,298.26936483938317,2.4919819705027342,32379,0.11303958774673956,0.14520482150371491,0.11233756893059105,0.12259524928562097,28.467346131282049
13966_04,6.1398771238332426,10.08586893134372,97171,3.1584118148599272,3.9438250826295107,197040,2.0037828442899497,0.08689866897126676,195620,2.0,0.99810857785502505,280.80006969805066,24.896146025954689,197040,0.11303958774673956,0.14520482150371491,0.1746553034366656,0.21823277615706599,28.467346131282049
13966_04,3.4959006211180124,3.1326091570623018,966,0.9546646018308208,2.318827516419756,14529,2.0010679685712107,0.04620385898983053,13109,2.0,0.99946601571439464,294.23286148037238,15.046211498914133,14529,0.11303958774673956,0.14520482150371491,0.14131483067221873,0.18676827258298367,28.467346131282049
13966_04,26.467850290441817,34.531935299913542,22724,1.960598840211303,2.014207265496804,75531,2.0557946863488552,0.23075605477520744,74111,2.0,0.94448867239681022,288.84855903339786,11.63817159244979,75531,0.11303958774673956,0.14520482150371491,0.12743654302019139,0.19903989337372052,28.467346131282049
13966_04,1.0333850129198965,0.49631644598557195,1548,1.0473693684210532,1.3356077610029,9500,2.0004950495049503,0.03146194424838742,8080,2.0,0.99975247524752475,293.56521028041135,8.4933706347194722,9500,0.11303958774673956,0.14520482150371491,0.12596503916321181,0.15155427536361499,28.467346131282049
13966_04,2.0437361944877455,1.4626157010604175,30151,1.6631733787773435,3.3637820886657961,87727,2.0047968299210956,0.09782970032101361,86307,2.0,0.99760158503945218,289.76793053231262,21.68104256834777,87727,0.11303958774673956,0.14520482150371491,0.18679227976478735,0.19183165754025108,28.467346131282049
13966_04,2.7687917019475021,1.1309213293329854,11810,0.62059749524826213,0.89539407323056186,38407,2.0,0.0,36987,2.0,1.0,296.01373827383156,5.9628823503018378,38407,0.11303958774673956,0.14520482150371491,0.19184530596537214,0.20661806296427343,28.467346131282049
13966_12,1.0172953503601834,1.052465322286166,1527,3.1957437029962987,5.1268263001111443,16754,2.0143599562363237,0.16886001341211174,14624,2.0,0.99282002188183804,279.41935211667283,32.824784529515803,16754,0.049297240263203396,0.051941159076667243,0.091297881773793138,0.096048097580676506,34.200578345850445
13966_12,1.763792723263506,1.1285075923195171,907,2.5895163588071957,4.4658895619399113,8283,2.0093253679149061,0.13624893886949607,6863,2.0,0.99533731604254694,283.26354672905154,28.57558489522026,8283,0.049297240263203396,0.051941159076667243,0.057640777770944542,0.06209737894675605,34.200578345850445
13959_03,22.77751497230124,19.676792515844561,26716,1.9155624330301166,0.91010428638243157,87726,2.0005607738679378,0.033484821465024212,85596,2.0,0.99971961306603108,290.25962680220823,6.1936687263818992,87726,0.5453138234879894,0.61562580703978953,0.51488051450918781,0.56718726825722687,24.90669297278097
13959_03,21.489988191393891,15.286516165931578,21171,2.0031458786613978,1.183821660352844,67563,2.0007861754078284,0.039645084738024097,66143,2.0,0.99960691229608578,289.8749932987738,7.9003677348154913,67563,0.5453138234879894,0.61562580703978953,0.48952771084884178,0.54415020130536051,24.90669297278097
13959_03,22.12815658796649,19.056550498700556,32825,2.0432980266139338,1.197248001278576,97092,2.0007316665273018,0.03797226567869174,95672,2.0,0.99962371435738773,289.72289963385754,7.7727829312678827,97092,0.5453138234879894,0.61562580703978953,0.50201124806677766,0.58121468635931961,24.90669297278097
13959_03,16.955011271714628,13.846719395655368,7541,1.8430914550078135,1.1075989280135514,32639,2.000704699061469,0.037535336979581245,31219,2.0,0.99964765046926551,291.15794195867113,7.5418732973739182,32639,0.5453138234879894,0.61562580703978953,0.47832693611374832,0.51279632578143608,24.90669297278097
